Transakcija: c1315d1410101ad15914101417111117c1912121219f11151812121219000000, Siuntėjas: 4e6174616c6965203936333467363137343631366d3639363532303339333633, Gavėjas: 5a6f6579203635313563366a3635373932303336333533313563366a36353739, Suma: 69BTC
Transakcija: c11d16a15121312f1614a151213de101b101112e141314171810111200000000, Siuntėjas: 4d61657665203733346636313635373636353230333733333466363136353736, Gavėjas: 536f666961203931323533366a36363639363132303339333133323533366a36, Suma: 89BTC
Transakcija: 1516131413161115f18141413161115121610f11101115f1514f111011150000, Siuntėjas: 49736c6120313333343937333669363132303331333333333439373336693631, Gavėjas: 456c6c6120353332343536673669363132303335333333323435366736693631, Suma: 71BTC
Transakcija: 1614410a121515131591715fff12ddf131412f12915f14161114000000000000, Siuntėjas: 536176616e6e6168203239323533363137363631366f36713631363832303332, Gavėjas: 417468656e61203337363431373436383635366f363132303333333733363431, Suma: 79BTC
Transakcija: c1315101211101ad159141314f1714e131414ea1417119171214171100000000, Siuntėjas: 4e6174616c6961203239353467363137343631366d3639363132303332333933, Gavėjas: 4b696e736c65792039363834643639366b3733366d3635373932303339333633, Suma: 80BTC
Transakcija: 111510b14111415f15f1014111415f1517b17e1514121219f101714e00000000, Siuntėjas: 4172696120353234343137323639363132303335333233343431373236393631, Gavėjas: 4861696c657920343930343836313639366b3635373932303334333933303438, Suma: 15BTC
Transakcija: 111513b14111415f18f101411141512ddd131412f12915f12161114000000000, Siuntėjas: 4172696120313234343137323639363132303331333233343431373236393631, Gavėjas: 417468656e61203837363431373436383635366f363132303338333733363431, Suma: 72BTC
Transakcija: c13151018b1014131415f151418b14e131412ea1417119171214151100000000, Siuntėjas: 4f6c697669612035303134683667363937363639363132303335333033313468, Gavėjas: 4b696e736c65792035363834643639366b3733366d3635373932303335333633, Suma: 10BTC
Transakcija: 124b1417ba1212912121214151612f91511111214111213111415f1600000000, Siuntėjas: 4b656e6e6564792035373234643635366b366d36353634373932303335333733, Gavėjas: 566963746f726961203734353536363936333734367037323639363132303337, Suma: 83BTC
Transakcija: c11d16a15121312f1614a151213b1010db1413141014db141314100000000000, Siuntėjas: 4d61657665203733346636313635373636353230333733333466363136353736, Gavėjas: 4d69612034303634663639363132303334333033363466363936313230333433, Suma: 51BTC
Transakcija: 111210131311101ac1314101713111013131611d15121212915f161011150000, Siuntėjas: 436c617261203439393433366736313732363132303334333933393433366736, Gavėjas: 5374656c6c6120373436353337343635366b366d363132303337333433363533, Suma: 88BTC
Transakcija: a1516a12bd121114915d1411151013111217111312121917f171417110000000, Siuntėjas: 44656c696c6168203635323434363536693639366d3631363832303336333533, Gavėjas: 4576656c796e20393039343537363635366b3739367132303339333033393435, Suma: 72BTC
Transakcija: 17161010e171119f151014e171119de10131512e1415f18f1512e14000000000, Siuntėjas: 4c75637920353430346537353633373932303335333433303465373536333739, Gavėjas: 536f6669612031323533366a3636363936313230333133323533366a36363639, Suma: 54BTC
Transakcija: b1611da141115f16f12a141115c1af15a151915f141514a15191500000000000, Siuntėjas: 4d696c6120373238346636393669363132303337333233383466363936693631, Gavėjas: 4d61796120333530346636313739363132303333333533303466363137393631, Suma: 43BTC
Transakcija: b1010db1413141014db1413141017a17c121417d111219f11161014000000000, Siuntėjas: 4d69612034303634663639363132303334333033363466363936313230333433, Gavėjas: 4175647265792036373434313735363437323635373932303336333733343431, Suma: 90BTC
Transakcija: 161613141712111519119171214161512ddf131412f12915f141611140000000, Siuntėjas: 506169736c6579203735363530363136393733366d3635373932303337333533, Gavėjas: 417468656e61203337363431373436383635366f363132303333333733363431, Suma: 89BTC
Transakcija: de1018101112e1413141418101112dde711b15dd1911e1114141100000000000, Siuntėjas: 536f666961203331323533366a36363639363132303333333133323533366a36, Gavėjas: 41646469736f6e20333632343136343634363937333672367332303333333633, Suma: 2BTC
Transakcija: c131510171415c14131514151417149ddf11c1215f1214f11c12150000000000, Siuntėjas: 4162696761696c20393331343136323639363736313639367132303339333333, Gavėjas: 456d6d612038303234353668366a3631323033383330333234353668366a3631, Suma: 83BTC
Transakcija: 1213df14121413141517f14121612c1411cdcce17111711f1414100000000000, Siuntėjas: 56697669616e2033383735363639373636393631367132303333333833373536, Gavėjas: 4a6f73657068696e65203236343463366a373336353730363836393675363532, Suma: 5BTC
Transakcija: 15151aadd151511191415d14f1215c17d11e151491219f121510e00000000000, Siuntėjas: 41616c6979616820323836343136313669363937393631363832303332333833, Gavėjas: 4c61696e657920383534346536313639366d3635373932303338333533343465, Suma: 45BTC
Transakcija: f410dee1512915ff121012ec1315101211101ad159141314f170000000000000, Siuntėjas: 48616e6e61682038343834383631366b366d3631363832303338333433383438, Gavėjas: 4e6174616c6961203239353467363137343631366d3639363132303332333933, Suma: 64BTC
Transakcija: 9dcf11c1215f1114f11c121513f14f131ae1711121414f131ae0000000000000, Siuntėjas: 456d6d612036303234353668366a3631323033363330333234353668366a3631, Gavėjas: 4176657279203332393431373636353732373932303333333233393431373636, Suma: 78BTC
Transakcija: 15bd16d15d12f121218d15d121313ac10e18e151112ed1414130000000000000, Siuntėjas: 4a61646520383831346336313634363532303338333833313463363136343635, Gavėjas: 56616c656e74696e61203834393536363136693635366f373436393675363132, Suma: 34BTC
Transakcija: c1315111014c12121415f1614101413ad1411f151212129e1612f16000000000, Siuntėjas: 416d656c696120373034343136683635366b3639363132303337333033343431, Gavėjas: 50656e656c6f70652037323335303635366b3635366d36723730363532303337, Suma: 21BTC
Transakcija: f13fc1ce1511161211f111818e1313ac10b18e151112ed141413000000000000, Siuntėjas: 4861727065722036313134383631373237303635373232303336333133313438, Gavėjas: 56616c656e74696e61203234393536363136693635366f373436393675363132, Suma: 67BTC
Transakcija: 12121310a1a151115119121212ff141aafe141119fff14e14111900000000000, Siuntėjas: 536361726c657474203231373533363336313732366d36353734373432303332, Gavėjas: 4c696c7920323230346536393669373932303332333233303465363936693739, Suma: 95BTC
Transakcija: aa121811d129f17161611d1291612a1b19111ac15d14181719111a0000000000, Siuntėjas: 4564656e20393737343536343635366d3230333933373337343536343635366d, Gavėjas: 5361726168203139313533363137323631363832303331333933313533363137, Suma: 93BTC
Transakcija: 19d1019e19d1415f1716e19d1415151aafd151511191415d1411120000000000, Siuntėjas: 4c79646961203937346537393634363936313230333933373465373936343639, Gavėjas: 41616c6979616820363836343136313669363937393631363832303336333833, Suma: 55BTC
Transakcija: 19d1015121414d1413141217121414c1411cdcce17111711f141410000000000, Siuntėjas: 4c79646961203839373465373936343639363132303338333933373465373936, Gavėjas: 4a6f73657068696e65203236343463366a373336353730363836393675363532, Suma: 44BTC
Transakcija: 1515e7f101510111911e1114f14de1018101112e141314141810111200000000, Siuntėjas: 416c6c69736f6e20323030343136673669363937333672367332303332333033, Gavėjas: 536f666961203331323533366a36363639363132303333333133323533366a36, Suma: 98BTC
Transakcija: 12dda131214159915fff1812b1613da141115f18f12a14111500000000000000, Siuntėjas: 4769616e6e6120323231343736393631366d366f363132303332333233313437, Gavėjas: 4d696c6120313238346636393669363132303331333233383466363936693631, Suma: 52BTC
Transakcija: d13cd181415d12121417101416161013141015c1411171214141015c14000000, Siuntėjas: 4164656c696e6520373731343136343635366b36393671363532303337333733, Gavėjas: 52696c6579203334333532363936693635373932303333333433333532363936, Suma: 35BTC
Transakcija: 12134c16c12101215913a1412181516f1413161115f141414131611150000000, Siuntėjas: 456c65616e6f72203831343435366736353631366f3672373232303338333133, Gavėjas: 49736c6120333333343937333669363132303333333333333439373336693631, Suma: 87BTC
Transakcija: 9da11c1215ff11c1215ff1017161010e171119f151014e171119000000000000, Siuntėjas: 456d6d61203234353668366a36313230333234353668366a3631323033323334, Gavėjas: 4c75637920353430346537353633373932303335333433303465373536333739, Suma: 70BTC
Transakcija: 11915a121210151199141312f1712f91511111214111213111415f1600000000, Siuntėjas: 4361726f6c696e6520393833343336313732366e366d36393673363532303339, Gavėjas: 566963746f726961203734353536363936333734367037323639363132303337, Suma: 54BTC
Transakcija: c1315b18b1014131415f101418b131316b1216d121291314101216d000000000, Siuntėjas: 4f6c697669612034303134683667363937363639363132303334333033313468, Gavėjas: 5374656c6c61203436353337343635366b366d36313230333433363533373436, Suma: 7BTC
Transakcija: 12121310131711111ac91712b1418c1af15a151915f141514a15191500000000, Siuntėjas: 536361726c6574742031373533363336313732366d3635373437343230333133, Gavėjas: 4d61796120333530346636313739363132303333333533303466363137393631, Suma: 79BTC
Transakcija: 1515e718141410111416e13f1814101314c15c1411171214101015c140000000, Siuntėjas: 416c6c69736f6e20313030303431366736693639373336723673323033313330, Gavėjas: 52696c6579203434333532363936693635373932303334333433333532363936, Suma: 85BTC
Transakcija: 12f915c111214111213111415f111515e711101510111911e111411140000000, Siuntėjas: 566963746f726961203634353536363936333734367037323639363132303336, Gavėjas: 416c6c69736f6e20363030343136673669363937333672367332303336333033, Suma: 24BTC
Transakcija: cb1a711eb15d12e141114101512121310101a151115119121212f15000000000, Siuntėjas: 4d6164656c796e203435383466363136343635366d3739367332303334333533, Gavėjas: 536361726c657474203531373533363336313732366d36353734373432303335, Suma: 90BTC
Transakcija: c11d1610b1517e1014141610b15131011e1ae13141114e1ae131411000000000, Siuntėjas: 4d61657665203337333466363136353736363532303333333733333466363136, Gavėjas: 4176612036303834313736363132303336333033383431373636313230333633, Suma: 96BTC
Transakcija: 1117101912121219f15151812121219f18101313f1a1012714f1813f1a000000, Siuntėjas: 5a6f6579203535313563366a3635373932303335333533313563366a36353739, Gavėjas: 48617a656c203231393438363137673635366d32303332333133393438363137, Suma: 39BTC
Transakcija: cd111914111215f16161714111215c4f10c1015121212141410c101500000000, Siuntėjas: 416e6e612037373934313669366b3631323033373337333934313669366b3631, Gavėjas: 4e616f6d692033343434673631366c366c363932303333333433343467363136, Suma: 46BTC
Transakcija: c1411cd11ce17111711f141410c1315101014c12121415f15141014000000000, Siuntėjas: 4a6f73657068696e65203336343463366a373336353730363836393675363532, Gavėjas: 416d656c696120353034343136683635366b3639363132303335333033343431, Suma: 69BTC
Transakcija: 11915af1210151199141312f141214fe19131214f14e19131214f00000000000, Siuntėjas: 4361726f6c696e6520333833343336313732366e366d36393673363532303333, Gavėjas: 4976792032333834393736373932303332333333383439373637393230333233, Suma: 3BTC
Transakcija: 1013141215c1411171214161015c1419161315e191115f181712e19111500000, Siuntėjas: 52696c6579203734333532363936693635373932303337333433333532363936, Gavėjas: 4c796c6120313938346537393669363132303331333933383465373936693631, Suma: 64BTC
Transakcija: 1716d10e171119f121014e1711191716b10e171119f101014e17111900000000, Siuntėjas: 4c75637920383430346537353633373932303338333433303465373536333739, Gavėjas: 4c75637920343430346537353633373932303334333433303465373536333739, Suma: 48BTC
Transakcija: c4fcc1015121212141010c101517154b1714171217917f101615140000000000, Siuntėjas: 4e616f6d692034343434673631366c366c363932303334333433343467363136, Gavėjas: 417574756d6e203437353431373537343735366e367132303334333733353431, Suma: 38BTC
Transakcija: 1115db14111415f12f1014111415cb15a1213a15d129141312f1700000000000, Siuntėjas: 4172696120383234343137323639363132303338333233343431373236393631, Gavėjas: 4d6164656c696e65203939343466363136343635366d36393673363532303339, Suma: 25BTC
Transakcija: c111013bb1ac1413141512bb1a1115ab14111415fff101411141500000000000, Siuntėjas: 4d61726961203538323466363137323639363132303335333833323466363137, Gavėjas: 4172696120323234343137323639363132303332333233343431373236393631, Suma: 9BTC
Transakcija: 11df17e121014f1417e121014f17912aa14171191115ffff1400000000000000, Siuntėjas: 5a6f65203233373563366a363532303332333333373563366a36353230333233, Gavėjas: 4175726f726120323232343137353732366e3732363132303332333233323431, Suma: 15BTC
Transakcija: 1cc7f161a121497141112161a12c1411cd11ce17111711f14141000000000000, Siuntėjas: 5175696e6e20363835353137353639366d366f32303336333833353531373536, Gavėjas: 4a6f73657068696e65203336343463366a373336353730363836393675363532, Suma: 12BTC
Transakcija: 12121310121a151115119121212f17c1110da15111415f12fa15111400000000, Siuntėjas: 536361726c657474203931373533363336313732366d36353734373432303339, Gavėjas: 4d61726961203832346636313732363936313230333833323466363137323639, Suma: 8BTC
Transakcija: c11d1710b1517e1014151610b1512134c18c12101215913a1414180000000000, Siuntėjas: 4d61657665203537333466363136353736363532303335333733333466363136, Gavėjas: 456c65616e6f72203331343435366736353631366f3672373232303333333133, Suma: 96BTC
Transakcija: 11915ad1210151199141312f12f410bee1512915ff101012e000000000000000, Siuntėjas: 4361726f6c696e6520383833343336313732366e366d36393673363532303338, Gavėjas: 48616e6e61682034343834383631366b366d3631363832303334333433383438, Suma: 86BTC
Transakcija: c1315df10101ad1591410141211c1ac15a151915f111514a1519150000000000, Siuntėjas: 4e6174616c6965203836333467363137343631366d3639363532303338333633, Gavėjas: 4d61796120363530346636313739363132303336333533303466363137393631, Suma: 11BTC
Transakcija: 1210d15e1215ff121514e1215faac1811d129f11161611d12900000000000000, Siuntėjas: 4c65616820383533346536353631363832303338333533333465363536313638, Gavėjas: 4564656e20363737343536343635366d3230333633373337343536343635366d, Suma: 59BTC
Transakcija: de1018101112e1413141418101112c1af15a151915f141514a15191500000000, Siuntėjas: 536f666961203331323533366a36363639363132303333333133323533366a36, Gavėjas: 4d61796120333530346636313739363132303333333533303466363137393631, Suma: 90BTC
Transakcija: f41011ee1512915ff161012e131016e1ae13141614e1ae131416000000000000, Siuntėjas: 48616e6e61682037343834383631366b366d3631363832303337333433383438, Gavėjas: 4176612037303834313736363132303337333033383431373636313230333733, Suma: 85BTC
Transakcija: 314d15f121315f121415f12131512ddc131214159915f11f1812000000000000, Siuntėjas: 4e6f7661203833353467366a3736363132303338333333353467366a37363631, Gavėjas: 4769616e6e6120363231343736393631366d366f363132303336333233313437, Suma: 53BTC
Transakcija: 121418e191312141814e1913121418131316b1216d121291314101216d000000, Siuntėjas: 4976792031333834393736373932303331333333383439373637393230333133, Gavėjas: 5374656c6c61203436353337343635366b366d36313230333433363533373436, Suma: 69BTC
Transakcija: 121613f11101115f1814f1110111516161314151211151911917121414150000, Siuntėjas: 456c6c6120313332343536673669363132303331333333323435366736693631, Gavėjas: 506169736c6579203335363530363136393733366d3635373932303333333533, Suma: 5BTC
Transakcija: 1612a1319111ac15d14101719111ad11151015151216f1415f15141515000000, Siuntėjas: 5361726168203439313533363137323631363832303334333933313533363137, Gavėjas: 536f70686961203530353533366a373036383639363132303335333033353533, Suma: 85BTC
Transakcija: aaa1811d129ff161611d129c1315de10101ad159141014111100000000000000, Siuntėjas: 4564656e20323737343536343635366d3230333233373337343536343635366d, Gavėjas: 4e6174616c6965203636333467363137343631366d3639363532303336333633, Suma: 81BTC
Transakcija: dde713b15dd1911e11141611b1612da141115f17f12a14111500000000000000, Siuntėjas: 41646469736f6e20373632343136343634363937333672367332303337333633, Gavėjas: 4d696c6120393238346636393669363132303339333233383466363936693631, Suma: 88BTC
Transakcija: 1716101314171411121318f1810181717154d1714171217917f1216151400000, Siuntėjas: 57696c6c6f7720313431353736393669366b3670373732303331333433313537, Gavėjas: 417574756d6e203837353431373537343735366e367132303338333733353431, Suma: 22BTC
Transakcija: 12d101312e14121217b141812e14812d1710121115f121714101211150000000, Siuntėjas: 56696f6c657420313635363639366c366b363537343230333133363536363936, Gavėjas: 436f7261203839333433366a3732363132303338333933333433366a37323631, Suma: 9BTC
Transakcija: 12121310131711111ac91712b1418cb1a710eb15d12e141114f1500000000000, Siuntėjas: 536361726c6574742031373533363336313732366d3635373437343230333133, Gavėjas: 4d6164656c796e203235383466363136343635366d3739367332303332333533, Suma: 52BTC
Transakcija: c131510111415c141315141514111416dd13181115d141014121518111500000, Siuntėjas: 4162696761696c20363331343136323639363736313639367132303336333333, Gavėjas: 5361646965203835393533363136343639363532303338333533393533363136, Suma: 78BTC
Transakcija: cb15aa13a15d129141312ffdde713b15dd1911e1114161100000000000000000, Siuntėjas: 4d6164656c696e65203239343466363136343635366d36393673363532303332, Gavėjas: 41646469736f6e20373632343136343634363937333672367332303337333633, Suma: 29BTC
Transakcija: 19161215e191115f171712e1911151215df1314f121412151712141611000000, Siuntėjas: 4c796c6120393938346537393669363132303339333933383465373936693631, Gavėjas: 4c65696c616e6920373631346536353639366b36313671363932303337333633, Suma: 80BTC
Transakcija: 1215df1314f121412151712141611cde7fdb15d1911e1114f140000000000000, Siuntėjas: 4c65696c616e6920373631346536353639366b36313671363932303337333633, Gavėjas: 4d616469736f6e20323336346636313634363937333672367332303332333333, Suma: 4BTC
Transakcija: 131112e1017c19f1711111017c1911915a111210151199141312f16000000000, Siuntėjas: 5275627920393636353237353632373932303339333633363532373536323739, Gavėjas: 4361726f6c696e6520373833343336313732366e366d36393673363532303337, Suma: 88BTC
Transakcija: 3121110f121115f16f15f1211151516a1413161115ff14141316111500000000, Siuntėjas: 4e6f7261203732353467366a3732363132303337333233353467366a37323631, Gavėjas: 49736c6120323333343937333669363132303332333333333439373336693631, Suma: 87BTC
Transakcija: f12d171211151112f14171211151112134c18c12101215913a14141800000000, Siuntėjas: 4772616365203339343737323631363336353230333333393437373236313633, Gavėjas: 456c65616e6f72203331343435366736353631366f3672373232303333333133, Suma: 18BTC
Transakcija: 1511d11111510141110141411111510b16fda141115f14f12a14111500000000, Siuntėjas: 416c696365203336353431366736393633363532303333333633353431366736, Gavėjas: 4d696c6120333238346636393669363132303333333233383466363936693631, Suma: 11BTC
Transakcija: f41012ee1512915ff171012e12134c14111012159e11f1810110000000000000, Siuntėjas: 48616e6e61682039343834383631366b366d3631363832303339333433383438, Gavėjas: 456c65616e6f722031343435366736353631366f367237323230333133343435, Suma: 57BTC
Transakcija: c1a1115a151915f161514a151915cdf1914111215f1416171411121500000000, Siuntėjas: 4d61796120373530346636313739363132303337333533303466363137393631, Gavėjas: 416e6e612033373934313669366b3631323033333337333934313669366b3631, Suma: 39BTC
Transakcija: c1315b18b1014131415f101418b15151aa15d151511191415d14171200000000, Siuntėjas: 4f6c697669612034303134683667363937363639363132303334333033313468, Gavėjas: 41616c6979616820393836343136313669363937393631363832303339333833, Suma: 67BTC
Transakcija: de1015101112e1413141118101112b10fdb141314f14db141314f00000000000, Siuntėjas: 536f666961203631323533366a36363639363132303336333133323533366a36, Gavėjas: 4d69612032303634663639363132303332333033363466363936313230333233, Suma: 32BTC
Transakcija: f13f131ce1511161211f181818ec131510121415c14131514151412140000000, Siuntėjas: 4861727065722031313134383631373237303635373232303331333133313438, Gavėjas: 4162696761696c20383331343136323639363736313639367132303338333333, Suma: 42BTC
Transakcija: 15151aaf141511141915ff121114cb15a12cb15d129141310141700000000000, Siuntėjas: 41616c6979616820383634313631366936393739363136383230333833363431, Gavėjas: 4d6164656c696e652039343466363136343635366d3639367336353230333933, Suma: 65BTC
Transakcija: cb1a710eb15d12e141114f15b10fdb141314f14db141314f0000000000000000, Siuntėjas: 4d6164656c796e203235383466363136343635366d3739367332303332333533, Gavėjas: 4d69612032303634663639363132303332333033363466363936313230333233, Suma: 66BTC
Transakcija: 15d13161116131615c1291715f1612dda131412f12915ff16111400000000000, Siuntėjas: 49736162656c6c612037303734393733363136323635366f3671363132303337, Gavėjas: 417468656e61203237363431373436383635366f363132303332333733363431, Suma: 32BTC
Transakcija: b12d10d121011f1ac91312d10c11d1310b1517e1014111610b15000000000000, Siuntėjas: 436861726c6f747465203830333433363836313732366d367237343734363532, Gavėjas: 4d61657665203637333466363136353736363532303336333733333466363136, Suma: 56BTC
Transakcija: c131510171415c1413151415141714151a10f10f1a14121314f1410f1a000000, Siuntėjas: 4162696761696c20393331343136323639363736313639367132303339333333, Gavėjas: 4c61796c6120323330346536313739366b363132303332333333303465363137, Suma: 87BTC
Transakcija: 10a16111112131212171119f141015139121610151215c111412171315f00000, Siuntėjas: 47656e657369732034353734373635366b363537333639373332303334333533, Gavėjas: 4761627269656c6c612038393437363136323732363936353671367336313230, Suma: 39BTC
Transakcija: 121612f11101115f1714f11101115cb1a716eb15d12e14111415150000000000, Siuntėjas: 456c6c6120393332343536673669363132303339333333323435366736693631, Gavėjas: 4d6164656c796e203535383466363136343635366d3739367332303335333533, Suma: 88BTC
Transakcija: c131510151415c1413151415141514cde7fdb15d1911e1114f14000000000000, Siuntėjas: 4162696761696c20353331343136323639363736313639367132303335333333, Gavėjas: 4d616469736f6e20323336346636313634363937333672367332303332333333, Suma: 69BTC
Transakcija: 17154a1714171217917ff161514121412e191312141214e19131214120000000, Siuntėjas: 417574756d6e203237353431373537343735366e367132303332333733353431, Gavėjas: 4976792038333834393736373932303338333333383439373637393230333833, Suma: 69BTC
Transakcija: 9d13f11c1215f1814f11c1215b1014db1413141414db14131414000000000000, Siuntėjas: 456d6d612031303234353668366a3631323033313330333234353668366a3631, Gavėjas: 4d69612033303634663639363132303333333033363466363936313230333333, Suma: 72BTC
Transakcija: 1016101413111416f1516121311141612dd11d1adf129131416d1ad000000000, Siuntėjas: 4972697320353738343937323639373332303335333733383439373236393733, Gavėjas: 417468656e612037363431373436383635366f36313230333733363431373436, Suma: 77BTC
Transakcija: 9f14181012c1711121416161012cdde7eb15dd1911e111411110000000000000, Siuntėjas: 456d657279203737303435366836353732373932303337333733303435366836, Gavėjas: 41646469736f6e20363632343136343634363937333672367332303336333633, Suma: 83BTC
